Symbol,Security,GICS Sector,GICS Sub-Industry,market_cap,perf_1y,perf_3y,perf_5y,perf_10y,perf_life,company_name,class_count,company_weight,weight
CPT,Camden Property Trust,Real Estate,Multi-Family Residential REITs,10358648832,-0.15775393304731278,0.056963537687110266,0.06400371066455035,0.7584459849340075,22.03641690196272,Camden Property Trust,1,0.00017825984965067664,0.00017825984965067664
CPB,Campbell's Company (The),Consumer Staples,Packaged Foods & Meats,6281946624,-0.4171028777000435,-0.562702186071832,-0.5063163188903765,-0.5459487196012577,31.15822428522408,Campbell's Company (The),1,0.00010810472281369985,0.00010810472281369985
COF,Capital One,Financials,Consumer Finance,112855711744,0.05422107720024627,1.1157080003604412,0.585884355782651,2.0624219364467313,47.88819322328982,Capital One,1,0.0019421106491763678,0.0019421106491763678
CAH,Cardinal Health,Health Care,Health Care Distributors,48905728000,0.5812986821801815,2.082662941009587,2.9652282793924156,2.416873254290676,346.2764624581729,Cardinal Health,1,0.0008416085786599322,0.0008416085786599322
CCL,Carnival,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",33409568768,0.14299500603953597,1.8143433772894113,-0.11821338914292878,-0.4459971233162612,11.52185748047889,Carnival,1,0.0005749383729545493,0.0005749383729545493
CARR,Carrier Global,Industrials,Building Products,48537456640,-0.11326769261597269,0.34608229593450957,0.5025152793585221,4.232843672051408,4.232843672051408,Carrier Global,1,0.000835271072839535,0.000835271072839535
CVNA,Carvana,Consumer Discretionary,Automotive Retail,61640450048,0.516988467031527,38.785005933486275,0.026869104084299433,24.340539559698033,24.340539559698033,Carvana,1,0.0010607577818462458,0.0010607577818462458
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Transportation Equipment,318637932544,1.052784282190402,2.244932128776433,2.3031200024398384,10.347698508073401,1468.9077101798828,Caterpillar Inc.,1,0.005483374412001293,0.005483374412001293
CBOE,Cboe Global Markets,Financials,Financial Exchanges & Data,29720393728,0.3008957393710425,1.330197218957132,1.9932248923640783,3.9846001701449234,9.949813508720702,Cboe Global Markets,1,0.0005114521211633051,0.0005114521211633051
CBRE,CBRE Group,Real Estate,Real Estate Services,39279300608,0.01429340306277993,0.7655163419156537,0.7383116681505788,3.5734581670736913,20.57874704347975,CBRE Group,1,0.000675949376634473,0.000675949376634473
CDW,CDW Corporation,Information Technology,Technology Distributors,15658391552,-0.27248199114722416,-0.3457602820944995,-0.19645477354634477,2.295645330343202,6.5218984408396246,CDW Corporation,1,0.0002694620282143517,0.0002694620282143517
COR,Cencora,Health Care,Health Care Distributors,63594029056,0.22929511048142848,1.1813787184684839,2.0927191078677394,4.044306195154076,171.64285455270698,Cencora,1,0.0010943765197622371,0.0010943765197622371
CNC,Centene Corporation,Health Care,Managed Health Care,16916923392,-0.4230123760119393,-0.46375680892226445,-0.4663356808181325,0.1866161365116863,23.000005988188796,Centene Corporation,1,0.00029111984287893803,0.00029111984287893803
CNP,CenterPoint Energy,Utilities,Multi-Utilities,27487940608,0.19551044776896953,0.5591356459594437,1.1731772303997268,1.7684945599513724,146.8971842144654,CenterPoint Energy,1,0.0004730342962155172,0.0004730342962155172
CF,CF Industries,Materials,Fertilizers & Agricultural Chemicals,19481233408,0.6615194512514762,0.8468130168284336,1.9668828216796808,3.710674202566933,55.3041453148949,CF Industries,1,0.00033524852465235293,0.00033524852465235293
CRL,Charles River Laboratories,Health Care,Life Sciences Tools & Services,7561390592,-0.07106138231796644,-0.20245075536513735,-0.46690728663962844,1.0756757581556164,5.98181845925071,Charles River Laboratories,1,0.00013012240997262536,0.00013012240997262536
SCHW,Charles Schwab Corporation,Financials,Investment Banking & Brokerage,168204845056,0.2196089729846944,0.762787902062666,0.5602299235055412,2.7983790432840876,389.52382496290886,Charles Schwab Corporation,1,0.0028946024598855637,0.0028946024598855637
CHTR,Charter Communications,Communication Services,Cable & Satellite,26973786112,-0.41251585196255436,-0.38921865374383957,-0.6659295565728188,0.05096705251800149,5.085999843052456,Charter Communications,1,0.00046418631761901876,0.00046418631761901876
CVX,Chevron Corporation,Energy,Integrated Oil & Gas,403329581056,0.2794091091114146,0.48169060019299237,1.4226991135360665,2.199411692105155,654.0314105508771,Chevron Corporation,1,0.006940815510282274,0.006940815510282274
CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,44124413952,-0.3189796136350048,0.03618730235554701,0.1552068558005475,2.6077233016620736,36.920453537163155,Chipotle Mexican Grill,1,0.0007593279321053191,0.0007593279321053191
CB,Chubb Limited,Financials,Property & Casualty Insurance,125856694272,0.10370167031145838,0.7623988817005514,1.2008298995361213,2.1900589487697006,62.51390711975243,Chubb Limited,1,0.0021658418740049335,0.0021658418740049335
CHD,Church & Dwight,Consumer Staples,Household Products,22737917952,-0.1124091926005446,0.14443767520479156,0.18892554199573675,1.3448358599897055,883.9009129345355,Church & Dwight,1,0.00039129213676706497,0.00039129213676706497
CIEN,Ciena,Information Technology,Communications Equipment,54306406400,4.849307187475842,6.6472113309577345,5.890863775932718,20.08127588956189,1.964401657516892,Ciena,1,0.000934547738506881,0.000934547738506881
CI,Cigna,Health Care,Health Care Services,70211354624,-0.16487281356730266,0.01858834760440642,0.18672754207666764,1.0930916723589674,122.81757724623667,Cigna,1,0.00120825270959862,0.00120825270959862
